date,username,comment,processed_comment
2022-10-20 22:51:18,@sodiumvapor13,Incredible channel. Love the explanations!,incred channel love explan
2022-10-20 20:09:59,@guillaumerousseau9549,"Congratulations, so impressive subject and video realisation.  <br><br>Why a constellation diagram is limited only to 64 combinations? 
<br>Is there a kind of theoretical physical maximum transmission speed limit for this technology ?",congratul impress subject video realis constel diagram limit combin kind theoret physic maximum transmiss speed limit technolog
2022-10-20 19:54:39,@bbowling4979,Very cool video.  I was wondering how they were handling the satellite tracking.  I noticed that you didn&#39;t touch on the doppler shift of the frequencies involved as the satellite tracks towards and away from Dishy.  Presumably that is managed within the transmit/receive chain.,cool video wonder handl satellit track notic didnt touch doppler shift frequenc involv satellit track toward away dishi presum manag within transmitrec chain
2022-10-20 19:50:16,@lcd8180,yeah this is useful if you&#39;re just going on facebook. however if you plan to do any serious gaming with it. forget about it. the latency would be huge. wifi isnt sent at the speed of light. its a radio signal and as such recieving this signal from space and then sending the data back would be an enormous amount of lag between server and client.,yeah use your go facebook howev plan seriou game forget latenc would huge wifi isnt sent speed light radio signal reciev signal space send data back would enorm amount lag server client
2022-10-20 18:42:21,@kimonaposporis1332,Fantastic video. Well explained,fantast video well explain
2022-10-20 17:52:40,@danielsalinas8300,"Amazing video, thanks for all the information shared here.",amaz video thank inform share
2022-10-20 17:41:11,@Mr_ASIC,you also explained how f16 radar works as  bonus,also explain f radar work bonu
2022-10-20 14:30:21,@구봉j,thanks the concise explanation. didn&#39;t realize phased arrays can also be used for internet access. (radars have used this principle for quite a while),thank concis explan didnt realiz phase array also use internet access radar use principl quit
2022-10-20 08:04:00,@chaileeportraits,I mean every physics class needs a projector to show such things,mean everi physic class need projector show thing
2022-10-20 07:27:17,@tansugunal,No Argue. This has to be paid. Too good to be free. Congratulations.,argu paid good free congratul
2022-10-20 06:45:44,@courtoisclarens9068,The presentation was mind blowing,present mind blow
2022-10-20 00:09:10,@andre.pedretti,OMG 🤯 EXCELLENT,omg excel
2022-10-19 21:49:22,@TeSchirk,Very well done - good refresher for basic electronics too.,well done good refresh basic electron
2022-10-19 20:45:55,@hiei5040,"LOVE LOVE LOVVVVEEE this ... I HAVE A SCIENCE DEGREE &amp; This SPECIFIC QUESTION has been BOTHERING ME FOR MONTHS. SO GLAD YOU WENT IN DEPTH.  So many YouTubers pander to the technically illiterate, in order to get more views instead of educating . ( Johnny Harris ) . Don&#39;t ever shy away from giving correct information because you&#39;re afraid people won&#39;t understand. That is their issue .",love love lovvvvee scienc degre specif question bother month glad went depth mani youtub pander technic illiter order get view instead educ johnni harri dont ever shi away give correct inform your afraid peopl wont understand issu
2022-10-19 18:54:56,@AlexeyPG,I can&#39;t describe my words in english. It&#39;s just охуеть тут дохуя хуйни придумали,cant describ word english охуеть тут дохуя хуйни придумали
2022-10-19 18:54:52,@sumitsrivastava3583,I knew how a phased array radar worked...today I saw it....too good,knew phase array radar workedtoday saw ittoo good
2022-10-19 18:28:46,@sabuein,Thank you so much.,thank much
2022-10-19 18:12:29,@isitreally,"Not someone who comments on YouTube but I did want to do it this time. Appreciate the level of effort put into making this. Clear concept explanations, perfect pace and depth for me. This cleared up a lot of things for me. Thank you for making this. Very cool stuff. Subscribed! Please keep making more!",someon comment youtub want time appreci level effort put make clear concept explan perfect pace depth clear lot thing thank make cool stuff subscrib pleas keep make
2022-10-19 17:35:34,@Sunilkumar-kl5fn,"Superb  explanation <a href=""http://www.youtube.com/results?search_query=%23india"">#india</a>",superb explan india
2022-10-19 17:29:44,@yuhgdhg2768,Wow Elon Musk salute,wow elon musk salut
2022-10-19 16:31:46,@maghatus,"Awesome content, thanks for your efforts in that topic.",awesom content thank effort topic
2022-10-19 16:15:55,@Alhadi0sman,great video,great video
2022-10-19 15:51:19,@amitrajput8869,"@Branch Education, what are your educational qualifications? If you want to answer. Wow superb research and content.",branch educ educ qualif want answer wow superb research content
2022-10-19 14:30:31,@thelongdaysofwheeling124,Fantastic video and easily understandable by a hobbiest like myself.   I only which you have of portrayed &quot;broadcast satellite tv&quot; correctly as geostationary.,fantast video easili understand hobbiest like portray broadcast satellit tv correctli geostationari
2022-10-19 13:55:25,@ultraFilmwatch,"Thank you, it was very well made",thank well made
2022-10-19 11:49:57,@snowwhite2146,Well presented! Thank you!,well present thank
2022-10-19 09:50:51,@ClaudioMola85,Amazing job,amaz job
2022-10-19 09:06:51,@pieteb_nl,Lol wtf a video recommending itself to be watched at 1.25 speed and then again at 1.5.,lol wtf video recommend watch speed
2022-10-19 06:50:10,@carriagereturned3974,"that one is some &quot;flat&quot; electromagnetic magic<br>no company was able to achive that, and futhermore.... deliver actual product and profit. As far as i understand, Starlink (actually it is more of Earthlink) is part of Spacex. And yeah, i don&#39;t know why, but StarShip is rather MoonShip, or SunShip max.<br>PS Hey explain h.265 also!!!",one flat electromagnet magicno compani abl achiv futhermor deliv actual product profit far understand starlink actual earthlink part spacex yeah dont know starship rather moonship sunship maxp hey explain h also
2022-10-19 06:14:08,@afterthesmash,"I was able to follow along fine on first pass at 2× because of the Iran Air Flight 655 shootdown by the USS Vincennes in 1988. <br><br>In the aftermath, there were <i>huge</i> feature articles in technical publications concerning the AN/SPY-1 phased array radar system and the Aegis Combat System which controlled it. The most convincing version of the story I read at the time was that a misfeature of Aegis was the largest single component of the debacle. <br><br>This is a long while back, but as I recall the story, this was one of the first naval radar systems which automatically linked multiple ships into a combined combat map, when possible. The design problem: before the ships link up, they separately assign numbers to each blip. After they link up, consistent numbers are assigned across the combined map. This forces some blips to suddenly change their assigned number, as perceived by the person at the console on one ship or another. I guess there was supposed to be a way to make the operator aware of these reassignment events, but in this instance it appears that the operator managed to read some parameters from before the number change and some numbers from a different blip after the number change, thinking this was all one aircraft, with the net effect being that a commercial flight that should have been going up was seen as going down, on an apparent attack profile. In addition, they had incorrect information on board about scheduled commercial flights, and a few other factors (as always) that complicated matters, one of which I think involved use of incorrect radio frequencies to contact the aircraft. <br><br>In any case, this particular theory behind the accident drew on incredibly detailed internals of Aegis and the phased array radar system, so everything here was already familiar to me, except for the extreme miniaturization, which is nevertheless mind blowing.",abl follow along fine first pass iran air flight shootdown uss vincenn aftermath huge featur articl technic public concern anspi phase array radar system aegi combat system control convinc version stori read time misfeatur aegi largest singl compon debacl long back recal stori one first naval radar system automat link multipl ship combin combat map possibl design problem ship link separ assign number blip link consist number assign across combin map forc blip suddenli chang assign number perceiv person consol one ship anoth guess suppos way make oper awar reassign event instanc appear oper manag read paramet number chang number differ blip number chang think one aircraft net effect commerci flight go seen go appar attack profil addit incorrect inform board schedul commerci flight factor alway complic matter one think involv use incorrect radio frequenc contact aircraft case particular theori behind accid drew incred detail intern aegi phase array radar system everyth alreadi familiar except extrem miniatur nevertheless mind blow
2022-10-19 04:19:45,@arjundasharathiParis,Very good pace of explaination,good pace explain
2022-10-19 04:18:11,@ardenswirl7361,How are multiple starlink dishes not clashing wavelength with each other like if 2 dishes are used side by side,multipl starlink dish clash wavelength like dish use side side
2022-10-19 04:02:35,@adrian4science,Amazing! Good job on the video. You simplified everything superbly. ,amaz good job video simplifi everyth superbl
2022-10-19 03:26:42,@Parapresdokian,Great video.,great video
2022-10-19 00:52:50,@facundogiampieri2044,"Gran trabajo,  ojala puedan hacer uno sobre el funcionamiento del sistema de bluetooth",gran trabajo ojala puedan hacer uno sobr el funcionamiento del sistema de bluetooth
2022-10-18 23:01:54,@fedorbass22,the best!,best
2022-10-18 22:33:36,@dilanparadis741,Very accurate explanation of QAM modulation and RF principles,accur explan qam modul rf principl
2022-10-18 20:36:29,@SimonKneuss,"Thank you very much for this very detailed and attractively produced video.  It was also interesting (but unfortunately not explained) why the lower modules of the PCB are arranged differently, possibly for alignment purposes?
<br>What could be improved is that the communication between the satellites and the Internet was not properly executed, that would also have been interesting.",thank much detail attract produc video also interest unfortun explain lower modul pcb arrang differ possibl align purpos could improv commun satellit internet properli execut would also interest
